feature,mean_shap_importance
area_worst,3.931152079765854
radius_worst,2.483869904513675
perimeter_mean,2.0935347263486834
concave points_mean,1.9327624881031982
radius_mean,1.5703481494685856
perimeter_worst,0.7173372893464917
area_mean,0.5319541286505284
concavity_worst,0.5066386804041951
concavity_mean,0.3450817956371083
concave points_worst,0.3232630022882383
