fpr,tpr,thresholds
0.0,0.0,inf
0.0,0.023809523809523808,0.9999999999529687
0.0,0.9523809523809523,0.68484431379563
0.027777777777777776,0.9523809523809523,0.5214634717592643
0.027777777777777776,0.9761904761904762,0.40814668063389303
0.041666666666666664,0.9761904761904762,0.2760975645690253
0.041666666666666664,1.0,0.2757937484774267
1.0,1.0,0.00015666998283471803
