precision,recall,thresholds
0.37258347978910367,1.0,0.005967217031866312
0.3732394366197183,1.0,0.006110791116952896
0.3778966131907308,1.0,0.006239183247089386
0.37857142857142856,1.0,0.006274158600717783
0.37924865831842575,1.0,0.006385624874383211
0.3822463768115942,0.9952830188679245,0.006389259360730648
0.3836363636363636,0.9952830188679245,0.006556290667504072
0.3843351548269581,0.9952830188679245,0.006682597566395998
0.38503649635036497,0.9952830188679245,0.0067311967723071575
0.38644688644688646,0.9952830188679245,0.006734293419867754
0.3871559633027523,0.9952830188679245,0.00682255532592535
0.3885819521178637,0.9952830188679245,0.006884696893393993
0.39587242026266417,0.9952830188679245,0.006948837544769049
0.3966165413533835,0.9952830188679245,0.007047365885227919
0.3973634651600753,0.9952830188679245,0.007317827083170414
0.40344168260038243,0.9952830188679245,0.007453972939401865
0.4049904030710173,0.9952830188679245,0.007767368573695421
0.40576923076923077,0.9952830188679245,0.008014575578272343
0.40655105973025046,0.9952830188679245,0.008032994344830513
0.40891472868217055,0.9952830188679245,0.008234361186623573
0.41050583657587547,0.9952830188679245,0.008266323246061802
0.4137254901960784,0.9952830188679245,0.008288352750241756
0.41453831041257366,0.9952830188679245,0.008335856720805168
0.4203187250996016,0.9952830188679245,0.008447839878499508
0.42115768463073855,0.9952830188679245,0.00859038159251213
0.4228456913827655,0.9952830188679245,0.00866961944848299
0.4279918864097363,0.9952830188679245,0.008700355887413025
0.42857142857142855,0.9905660377358491,0.008740453980863094
0.430327868852459,0.9905660377358491,0.008900781162083149
0.43121149897330596,0.9905660377358491,0.008907880634069443
0.43209876543209874,0.9905660377358491,0.009375280700623989
0.43388429752066116,0.9905660377358491,0.009647214785218239
0.43478260869565216,0.9905660377358491,0.009701286442577839
0.43568464730290457,0.9905660377358491,0.009760321117937565
0.4375,0.9905660377358491,0.009763293899595737
0.4384133611691023,0.9905660377358491,0.00980427023023367
0.4393305439330544,0.9905660377358491,0.009842692874372005
0.44680851063829785,0.9905660377358491,0.009893299080431461
0.4535637149028078,0.9905660377358491,0.010358634404838085
0.45454545454545453,0.9905660377358491,0.01039482094347477
0.45652173913043476,0.9905660377358491,0.01090623065829277
0.46153846153846156,0.9905660377358491,0.01096729189157486
0.46255506607929514,0.9905660377358491,0.01106139924377203
0.4646017699115044,0.9905660377358491,0.011143483221530914
0.46770601336302897,0.9905660377358491,0.011211628094315529
0.46875,0.9905660377358491,0.011300326324999332
0.4697986577181208,0.9905660377358491,0.011318746954202652
0.47085201793721976,0.9905660377358491,0.011349396780133247
0.47619047619047616,0.9905660377358491,0.011407111771404743
0.4772727272727273,0.9905660377358491,0.011410171166062355
0.4794520547945205,0.9905660377358491,0.011483867652714252
0.48498845265588914,0.9905660377358491,0.01164682861417532
0.4861111111111111,0.9905660377358491,0.011743261478841305
0.4872389791183295,0.9905660377358491,0.012042348273098469
0.4883720930232558,0.9905660377358491,0.01211825106292963
0.49528301886792453,0.9905660377358491,0.01224726065993309
0.49645390070921985,0.9905660377358491,0.012994099408388138
0.4976303317535545,0.9905660377358491,0.012999885715544224
0.498812351543943,0.9905660377358491,0.013030187226831913
0.5,0.9905660377358491,0.013371971435844898
0.5011933174224343,0.9905660377358491,0.013374621979892254
0.5023923444976076,0.9905660377358491,0.013395136222243309
0.5035971223021583,0.9905660377358491,0.013464530929923058
0.5048076923076923,0.9905660377358491,0.013572921976447105
0.5122549019607843,0.9858490566037735,0.013584284111857414
0.5135135135135135,0.9858490566037735,0.013676980510354042
0.5147783251231527,0.9858490566037735,0.013751668855547905
0.5160493827160494,0.9858490566037735,0.01375553011894226
0.5173267326732673,0.9858490566037735,0.013794397935271263
0.5186104218362283,0.9858490566037735,0.013937440700829029
0.5199004975124378,0.9858490566037735,0.014138608239591122
0.5211970074812967,0.9858490566037735,0.014142610132694244
0.5225,0.9858490566037735,0.014224117621779442
0.5238095238095238,0.9858490566037735,0.014540129341185093
