threshold,sensitivity,specificity,precision,recall,f1,f2,youden
0.59,0.9245847176079733,0.9635758998435054,0.9386005457956678,0.9245847176079733,0.9308749837656161,0.9269336843070357,0.8881606174514788
0.6,0.9245847176079733,0.9635758998435054,0.9386005457956678,0.9245847176079733,0.9308749837656161,0.9269336843070357,0.8881606174514788
0.61,0.9245847176079733,0.9635758998435054,0.9386005457956678,0.9245847176079733,0.9308749837656161,0.9269336843070357,0.8881606174514788
0.62,0.9245847176079733,0.9663928012519563,0.9433566433566434,0.9245847176079733,0.9331670789757247,0.9278308134936386,0.8909775188599296
0.63,0.9198228128460686,0.9663928012519563,0.9432284382284383,0.9198228128460686,0.9305774975243548,0.9239056927206917,0.8862156140980246
0.64,0.9198228128460686,0.9692097026604068,0.9474708624708624,0.9198228128460686,0.9327718548911259,0.924801750068362,0.8890325155064754
0.65,0.9198228128460686,0.9692097026604068,0.9474708624708624,0.9198228128460686,0.9327718548911259,0.924801750068362,0.8890325155064754
0.66,0.9102990033222591,0.9720266040688577,0.9513486513486514,0.9102990033222591,0.9298522760816004,0.9179020340878985,0.8823256073911168
0.67,0.9102990033222591,0.9720266040688577,0.9513486513486514,0.9102990033222591,0.9298522760816004,0.9179020340878985,0.8823256073911168
0.68,0.9102990033222591,0.9720266040688577,0.9513486513486514,0.9102990033222591,0.9298522760816004,0.9179020340878985,0.8823256073911168
0.69,0.9102990033222591,0.9720266040688577,0.9513486513486514,0.9102990033222591,0.9298522760816004,0.9179020340878985,0.8823256073911168
0.7,0.9102990033222591,0.9720266040688577,0.9513486513486514,0.9102990033222591,0.9298522760816004,0.9179020340878985,0.8823256073911168
0.71,0.9102990033222591,0.9720266040688577,0.9513486513486514,0.9102990033222591,0.9298522760816004,0.9179020340878985,0.8823256073911168
0.72,0.9056478405315614,0.9720266040688577,0.9510787458155878,0.9056478405315614,0.9271422489813294,0.9139751552795031,0.8776744446004191
0.73,0.9008859357696567,0.9720266040688577,0.9509437930490563,0.9008859357696567,0.9244879279936751,0.9100119265378869,0.8729125398385144
0.74,0.9008859357696567,0.9720266040688577,0.9509437930490563,0.9008859357696567,0.9244879279936751,0.9100119265378869,0.8729125398385144
0.75,0.896124031007752,0.9720266040688577,0.9508088402825244,0.896124031007752,0.9218336070060207,0.9060486977962705,0.8681506350766096
0.76,0.8821705426356589,0.9720266040688577,0.9499065846434268,0.8821705426356589,0.9132865984590122,0.8940404162227716,0.8541971467045165
0.77,0.8821705426356589,0.9775821596244132,0.9589542036910459,0.8821705426356589,0.9177000711651679,0.8957803429626983,0.859752702260072
0.78,0.8821705426356589,0.9775821596244132,0.9589542036910459,0.8821705426356589,0.9177000711651679,0.8957803429626983,0.859752702260072
0.79,0.8821705426356589,0.9775821596244132,0.9589542036910459,0.8821705426356589,0.9177000711651679,0.8957803429626983,0.859752702260072
0.8,0.8727574750830565,0.9775821596244132,0.9584758217265957,0.8727574750830565,0.9119815491808232,0.8876979645449927,0.8503396347074696
0.81,0.8727574750830565,0.9775821596244132,0.9584758217265957,0.8727574750830565,0.9119815491808232,0.8876979645449927,0.8503396347074696
0.82,0.8727574750830565,0.9803599374021911,0.9633476165983905,0.8727574750830565,0.9142700165099409,0.8885805360797381,0.8531174124852473
0.83,0.8679955703211517,0.9831377151799687,0.9683335742159273,0.8679955703211517,0.9138941765349446,0.8854697818822848,0.8511332855011204
0.84,0.8679955703211517,0.9859154929577464,0.9737389796213325,0.8679955703211517,0.9162310801376712,0.886330614020018,0.8539110632788983
0.85,0.8679955703211517,0.9859154929577464,0.9737389796213325,0.8679955703211517,0.9162310801376712,0.886330614020018,0.8539110632788983
0.86,0.8585825027685493,0.9859154929577464,0.9732323232323232,0.8585825027685493,0.9103639071152683,0.8781691917433166,0.8444979957262959
0.87,0.8492801771871539,0.9859154929577464,0.9726421188630491,0.8492801771871539,0.9048002385211689,0.8702617330517667,0.8351956701449005
0.88,0.8492801771871539,0.9887323943661972,0.9771825396825398,0.8492801771871539,0.9070437405731523,0.871152843679891,0.8380125715533511
0.89,0.8445182724252491,0.9887323943661972,0.9771825396825398,0.8445182724252491,0.9042465377759494,0.8670960485480451,0.8332506667914463
0.9,0.8351052048726467,0.9887323943661972,0.9766205837173579,0.8351052048726467,0.8981394916689034,0.8588134251538598,0.8238375992388439
0.91,0.830343300110742,0.9887323943661972,0.9766205837173579,0.830343300110742,0.8952686782717743,0.8547164637335799,0.8190756944769391
0.92,0.830343300110742,0.9887323943661972,0.9766205837173579,0.830343300110742,0.8952686782717743,0.8547164637335799,0.8190756944769391
0.93,0.8065337763012181,0.991549295774648,0.9828571428571429,0.8065337763012181,0.8829470609970207,0.8348903089190924,0.798083072075866
0.94,0.8065337763012181,0.991549295774648,0.9828571428571429,0.8065337763012181,0.8829470609970207,0.8348903089190924,0.798083072075866
0.95,0.7736434108527132,0.9971830985915492,0.9941176470588236,0.7736434108527132,0.8677909879429524,0.8083571464845093,0.7708265094442625
0.96,0.7595791805094131,1.0,1.0,0.7595791805094131,0.8612234233942203,0.7968779424853946,0.7595791805094131
0.97,0.7312292358803987,1.0,1.0,0.7312292358803987,0.842102186758359,0.7714829553494698,0.7312292358803987
0.98,0.6839424141749724,1.0,1.0,0.6839424141749724,0.8086139764126035,0.7284018452295316,0.6839424141749724
0.99,0.5327796234772979,1.0,1.0,0.5327796234772979,0.6945234825263288,0.5874435718233644,0.5327796234772979
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
